,0,1,2,3,4,5,6,7,8
502543,7806279521752257078,1602146656626708399,2012-02-05T20:11:00-08:00,QUE LOUCURA?  Família e filho de padre morto disputam herança de R$ 5 milhões!,"



Dois meses após a morte do padre católico Roldão Gonçalves Nascimento, duas descobertas abalaram a comunidade de Patos de Minas, a 403 Km de Belo Horizonte: um filho até então desconhecido e uma herança acumulada de 5 milhões de reais.

A paternidade foi revelada pelo sobrinho do padre, em outubro do ano passado. O filho em questão é o vendedor de pão de queijo Fabrício Augusto Nascentes, 31 anos.

Em entrevista divulgada pelo site UOL, Fabrício disse que sua primeira reação foi brigar com a mãe por nunca responder quando ele questionava sobre seu pai, mas depois compreendeu.

“Ela me protegeu da verdade por ter medo de eu ser criticado e ignorado por outras pessoas. Ela já foi muito humilhada. Quando engravidou foi expulsa de casa”, disse.

A paternidade foi confirmada através de um teste de DNA com o sangue dos irmãos do padre Roldão.

Junto com a descoberta do pai, veio também a notícia que o padre havia acumulado uma fortuna avaliada em R$ 5 milhões, entre joias, uma fazenda, e outros bens. 



A herança seria dividida entre dois irmãos vivos do religioso, e outros 37sobrinhos, filhos de outros 6 irmãos dele já falecidos.

Agora Nascentes deve correr contra o tempo para conseguir na justiça o reconhecimento de paternidade e o direito pela herança.

Até na última quarta-feira o processo corria em segredo de justiça, mas Nascentes decidiu torná-lo público porque uma das sobrinhas do padre, Evalda das Dores Gonçalves, inaugurou uma clínica de recuperação na fazenda, que está incluída no processo de herança.

“Fiquei indignado, porque o espaço não é dela”, disse.

No entanto, Evalda se defende dizendo ter direito a usar a fazenda por Roldão ter deixado um inventário doando a área para quem morava com ele, e ela só estaria dando continuidade a um sonho do próprio padre com a construção da clínica.

A defesa de Nascentes é que o inventário não é válido por não ter sido feito conforme determina a lei, e o documento já teria sido anulado.

Enquanto o novo candidato a herdeiro espera a tramitação judicial, ele deve se contentar com 8 mil euros e um carro concedido à ele pela família do padre, “filho é filho”, disse.

O processo ainda está em fase inicial e um novo exame de DNA, feito com o acompanhamento de um oficial, pode ser pedido. A ação ainda não tem previsão de conclusão.



Fonte: http://portugues.christianpost.com/


",g101190222814699190522,Mairan Shalom,0,"IGREJAS,LOUCURA,POLÊMICA"
502605,2158797505147158273,1602189419308579639,2015-03-23T13:21:00-04:00,Diário do finds! #devoltaaativa,"Oiiie gurias,
como vocês estão?
Depois de praticamente um mês sem vir aqui falar com vocês e não publicar nenhum post, finalmente voltei (pra ficar rs).
Já viram o layout novo?! Depois me diga o que achou gata :D


Nessa semana que passou muitas coisas aconteceram:



Já estou fazendo muay thai já faz quase um ano e adoro demais, mas não adianta só emagrecer sem tonificar né, dai que comecei a fazer academia também nessa semana, e SENHOR tô toda quebrada rs Engraçado que mesmo fazendo Muay thai a bastante tempo o corpo sente outros estímulos, é cansativo mas é muito legal a sensação na balança e o bem estar que rola depois.





Na sexta-feira teve jantar de formatura do pai do meu namorado, não sei se isso acontece em outras cidades, mas aqui é meio comum além do baile de formatura ter jantar depois da missa da formatura, voltei rolando pra casa #orgiagastronomica&nbsp;hehe









No sábado foi o baile de formatura, além de comidinhas gostosas, amigos e biritas, rolou um show muito animado que me fez uma linda bolha no pé rs Santa tequila! Só sei que cheguei em casa depois das 5h da manhã.
No outro dia que foi ontem domingo, não prestava para fazer muita coisa além de me afundar em uma cadeira esperando o dia passar, mas terminei me despedindo de duas amigas queridas que terminaram a faculdade e irão voltar pra suas casas e depois comendo essa pizza delicia com o love vendo Netflix.




Ótimo começo de semana para todas nós, espero que muitas coisas boas aconteçam! :D",g109243041115178117178,Liana Stéfane,0,"diário do finds,diário do findsv"
502790,2099111011388801845,1602413453586816406,2012-02-06T05:22:00-08:00,,"&nbsp; &nbsp;Ser um ministro de&nbsp;louvor…
“Ser um ministro de louvor é muito mais que cantar e ser carismático com as pessoas. É&nbsp; muito mais que ter técnicas e proficiência musicais.
É ter no coração o desejo pela presença de Deus, não importanto o que isso lhe custe. É, como igreja, usar suas habilidades e dons para atrair o Senhor pra mais perto de Seu povo, mas muito além de tudo isso… é entregar sua própria vida a Ele e dividir a vida dEle em você com os outros. É Obediência e Paixão.” Danilo Garcia.
",10734583492183620140,Discípulos do Senhor,0,
502791,2856123265360029813,1602420711489347432,2010-12-22T14:18:00-08:00,Quando Deus te desenhou....,"
Quando Deus te desenhou
Ele tava namorando
Quando Deus te desenhou
Ele tava namorando
Na beira do mar
Na beira do mar, do amor
Na beira do mar
Na beira do mar, do amor... 
Papai do céu na hora de fazer você
Ele deve ter caprichado prá valer
Botou muita pureza no seu coração
E a sua humildade
Fez chamar minha atenção
Tirou a sua voz
Do própolis do mel
E o teu sorriso meigo
De algum lugar do céu
E o resto deve ser
Beleza exterior
Mas o que tem por dentro
Para mim tem mais valor..
Quando Deus te desenhou
Ele tava namorando
Quando Deus te desenhou
Ele tava namorando
Na beira do mar
Na beira do mar, do amor
Na beira do mar
Na beira do mar, do amor...
Papai do céu na hora de fazer você
Ele deve ter caprichado prá valer
Botou muita pureza no teu coração
E a sua humildade
Fez chamar minha atenção
Da estrela mais bonita
Ao brilho desse olhar
Diamante verdadeiro
Sua palavra foi buscar
O resto deve ser
Beleza exterior
Mas o que tem por dentro
Para mim tem mais valor...
Quando Deus te desenhou
Ele tava namorando
Quando Deus te desenhou
Ele tava namorando
Na beira do mar
Na beira do mar, do amor
Na beira do mar
Na beira do mar, do amor...
Na beira do mar, do amor...",15635446625969527316,As coisas loucas confundem as sábias,0,
502795,2650460506972058218,1602420711489347432,2011-01-29T09:10:00-08:00,Assim eu não Consigo,"Não consigo sem seu Cheiro, 
Sem seu olhar que reflete,
e tocar o seu cabelo...

Assim não consigo morrer, 
só pensando em você querendo me aproximar
construir uma história com vocÊ, e viver e viver...

Não dá sem seu carinho quando preciso
sem aquele beijo que viajo
é tudo tão sincero...com seu sorriso

só quero a transparência de amar
sem precisar perguntar algo
que pode me fazer chorar...

Quero poder ir em bora, com vc no portão
sorrindo pra ir embora com aquela dor no peito
E dando tchau sem conseguir largar sua mão

quero receber aquela mensagem se preocupando
pra saber se já cheguei
e quando longe o relógio retardando...

Quero continuar a viajar 
no nosso futuro planejando
com a vida nos ensinando
a cada dia se amar.

quero parar de ficar de bico
planejar aquele dia
e comprar o seu vestido

quero passar aquela noite olhando para o céu
te tocar com carinho
receber aquele sim, combinando lua e mél...

",15635446625969527316,As coisas loucas confundem as sábias,0,
502799,1903701476277405426,1602420711489347432,2011-01-14T13:50:00-08:00,O amor....,"Se um dia na sua vida você tiver que saber quem na vida mais te amou, quais foram as pessoas que mais te amaram de verdade, é só descobrir as pessoas que mais te perdoaram. É uma matemática fácil de ser feita. Porque na vida nós só temos o direito de dizer que amamos, depois de muitas outras vezes termos precisado perdoar alguém. Que o amor é justamente o momento em que você descobre o outro fazendo tudo errado, tudo ao contrário do que prometeu, e mesmo assim você ainda tem reservas aí dentro pra trazê-lo de volta, pra olhá-lo nos olhos no momento em que ele não merece, pra desconcertá-lo com seu perdão no momento em que ele esperava sua gozação. E nisso, Jesus é mestre!!!Da mesma forma, se você quiser saber quem você mais amou é só começar a contar nos dedos as pessoas que você mais precisou perdoar. Porque o amor não existe fora do perdão. Se essas pessoas que dizem que te amam só porque você faz as coisas certas, cuidado!!! Porque no dia em que você não conseguir fazer tudo certinho e ela te dispensar, não fica triste não… É porque nunca te amou!!!

(Pe. Fábio de Melo )",15635446625969527316,As coisas loucas confundem as sábias,0,
503130,5897072154322579813,1602826666440133109,2012-03-28T09:30:00-07:00,I'm back :),"Ola amores, tudo bem? :)
Ao fim de tanto tempo voltei. Desisti da Ana durante uns tempos porque bem, tenho um bébé para criar e não estava a conseguir em parte por causa da Ana e da Mia.
Gostava que me ajudassem com dietas, NF, qualquer coisa ( pleaaaaaaaaaaaaase :( ) &nbsp;porque ganhei peso (neste momento estou com 57.9kg) e preciso de perder peso EM BREVE!
Voltei com mais força e vontade do que nunca, fico à espera que me digam alguma coisa.

Beijinhos, Raquel.

( my fat face :x)",13479112752419071790,raquel,1,
503341,7454345847802420619,1603013326237529015,2013-04-01T18:35:00-07:00,,"Às vezes dá saudade de:


comida boa, de panelas de casa...
sorriso largo, de criança que nem sabe das mazelas de ser grande, de ser do mundo...
borboletas no estômago, quando algo lindo acontecia...
Dá saudade demais...
Da minha pureza, quando nem sentia no outro a malícia e o mundo era mais bonito e com galas de futuro!

Agora,

as borboletas estão livres,
as panelas vazias,
A criança cresceu,
A pureza se foi...
No estômago um vazio...
E o mundo está aí...

Uma desgraça só!

Dá pena não ser tão bonito como antes!
É de doer a nossa impotência diante do tempo, e do que acontece em teu intervalo, que só vai, e não sabe voltar!
E eu que tanto aproveitei, hoje acho pouco e quero mais,

talvez eu até&nbsp;merecesse, mas...


",01088980433793153083,Empoemamento,0,
503396,961403411799649895,1603066790730415039,2010-10-24T10:54:00-07:00,"""Desperto""","<!--[if gte mso 9]>     Normal   0         21         false   false   false      PT-BR   X-NONE   X-NONE                                                     MicrosoftInternetExplorer4                                                   <![endif]--><!--[if gte mso 9]>                                                                                                                                                                                                                                                                                                                                                                                                                                <![endif]--><!--[if gte mso 10]>   /* Style Definitions */  table.MsoNormalTable  {mso-style-name:""Tabela normal"";  mso-tstyle-rowband-size:0;  mso-tstyle-colband-size:0;  mso-style-noshow:yes;  mso-style-priority:99;  mso-style-qformat:yes;  mso-style-parent:"""";  mso-padding-alt:0cm 5.4pt 0cm 5.4pt;  mso-para-margin:0cm;  mso-para-margin-bottom:.0001pt;  mso-pagination:widow-orphan;  font-size:11.0pt;  font-family:""Calibri"",""sans-serif"";  mso-ascii-font-family:Calibri;  mso-ascii-theme-font:minor-latin;  mso-fareast-font-family:""Times New Roman"";  mso-fareast-theme-font:minor-fareast;  mso-hansi-font-family:Calibri;  mso-hansi-theme-font:minor-latin;  mso-bidi-font-family:""Times New Roman"";  mso-bidi-theme-font:minor-bidi;}  <![endif]-->  Ando tomando café por aí  Por ventura e sem caso  Para despertar quem sabe?  Para que eu desabe  De um sonho que virou de perto  Será este um sonho de esperto?  Ou um sonho de espeto ?  Não era desperto?Léo Amorim",05326188683565246724,Léo Amorim,0,poesia
503397,6600909848292863922,1603066790730415039,2010-02-24T19:05:00-08:00,Viajantes Mortais,"<!--[if gte mso 9]>     Normal   0   21         false   false   false                             MicrosoftInternetExplorer4   <![endif]--><!--[if gte mso 9]>     <![endif]--> <!--  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal  {mso-style-parent:"""";  margin:0cm;  margin-bottom:.0001pt;  mso-pagination:widow-orphan;  font-size:12.0pt;  font-family:""Times New Roman"";  mso-fareast-font-family:""Times New Roman"";} @page Section1  {size:595.3pt 841.9pt;  margin:70.85pt 3.0cm 70.85pt 3.0cm;  mso-header-margin:35.4pt;  mso-footer-margin:35.4pt;  mso-paper-source:0;} div.Section1  {page:Section1;} --> <!--[if gte mso 10]>   /* Style Definitions */  table.MsoNormalTable  {mso-style-name:""Tabela normal"";  mso-tstyle-rowband-size:0;  mso-tstyle-colband-size:0;  mso-style-noshow:yes;  mso-style-parent:"""";  mso-padding-alt:0cm 5.4pt 0cm 5.4pt;  mso-para-margin:0cm;  mso-para-margin-bottom:.0001pt;  mso-pagination:widow-orphan;  font-size:10.0pt;  font-family:""Times New Roman"";  mso-ansi-language:#0400;  mso-fareast-language:#0400;  mso-bidi-language:#0400;}  <![endif]-->  Alguns descem no caminho  Outros apenas voltam paro o ninho  Poucos contam suas histórias  Sem alguma vitória  Ao contrario de muitos  Que cantam cada gloria  Para mim todos iguais  Para a morte simples mortaisLéo Amorim",05326188683565246724,Léo Amorim,1,poesia
