id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476372,1,1,,"1,62811639367687E+018",0,"Aprenda a fazer uma receita caseira para conquistar um bumbum perfeito







Entre as metas da operação verão de muitas mulheres está deixar a flacidez de lado e conquistar um bumbum perfeito. Para que isso seja possível, é necessário encarar a exercícios localizados.

Mas dá para complementar os resultados da malhação e tonificar o bumbum com cremes.

Existem cremes específicos para essa finalidade à venda no mercado, mas quem é adepta dos tratamentos para fazer em casa vai gostar de conhecer uma receita de creme caseiro para tonificar o bumbum.

publicidade
Ingredientes

Para fazer a receita você vai precisar de:

- Água mineral
- Creme firmador com centelha
- Máscara de lama
- Pincel
- Esponja
- Emulsão de colágeno e elastina
- Algas gigartinas

As algas gigartinas são extraídas de uma profundidade de 15 a 30 metros do mar. São ricas em minerais, proteínas e vitaminas A, E e B12, fósforo, magnésio, potássio, iodo e cálcio. Elas são muito usadas em tratamentos contra estrias, para firmar e hidratar a pele e para reduzir medidas.
Como aplicar

O primeiro passo é hidratar as algas na água mineral durante aproximadamente uma hora ou até que elas dobrem de tamanho e fiquem gelatinosas. Espalhe as algas sobre a pele e por cima, passe o creme firmador com centelha, massageando com pressão.

Dê umas palmadinhas e massageie durante alguns minutos, sempre no sentido ascendente. Use o pincel para aplicar a máscara de lama e deixe agir por 15 minutos.

Retire a máscara de lama com uma esponja embebida em água mineral, que deve estar em temperatura ambiente. Por fim, aplique a emulsão com substâncias ativas à base de colágeno e elastina e faça massagens ascendentes para melhorar a absorção

A aplicação do creme caseiro para tonificar o bumbum deve ser feita a cada 15 dias. É possível perceber uma melhora no aspecto da pele logo na primeira aplicação.


vi aqui





",,http://2.bp.blogspot.com/_YYKTrq9iyAw/TPkP5aejl6I/AAAAAAAAACQ/95yHRhei9zQ/s1600/creme-caseiro-tonificar-bumbum-300x200.jpg,0,0.48237655,dicas,kesinha,1,10,,"2,59419791517894E+018",0.027027027027027032,Creme caseiro para tonificar o bumbum,"1,27220711619249E+019",333,1,1
1755476373,1,0.6654,,"1,62811639367687E+018",0,"Moda está presente nas roupas, nos acessórios, nos calçados e até nas bolsas! Cada estação tem as suas tendências, e as bolsas do verão 2011 aparecem com vários estilos e tamanhos, tornando a moda bem democrática e acessível a todas.

Veja só quais foram os modelos que apareceram nos desfiles de moda verão, e escolha qual combina mais com o seu estilo:

• A bolsa carteiro de tamanho médio apareceu em vários desfiles. Use-a de materiais diversos como couro, tecido e camurça e bem coloridas, dando bem a cara do verão. Componha um visual despojado e boho.




• A bolsa com franjas aparece em mais uma estação, e é perfeita para compor os looks bem hippies e boho que serão a grande tendência desta estação. Use-a com vestidos soltos com estampas florais.






• As bolsas com alça de corrente serão novamente tendência no verão. Os modelos mais usados serão os médios, perfeitos para usar na balada e ambientes mais formais.





• A bolsa sacola, com carinha de sacola de feira ou ecobag, serão usadas no dia-a-dia também. Use-as para ir ao trabalho e a escola, compondo looks despojados e diurnos.





• A bolsa baú é tendência forte nesse verão. Fuce nos armários da sua mãe ou vó, que com certeza você achará esse modelo de bolsa bem quadradinha e firme, com alça curta. Ela dá charme e sofisticação aos looks de verão.




• A pouch bag (bolsa que parece um saquinho, pequena e fecha com um cordão que a deixa franzida) é uma ótima opção para o verão. É pequena, leve, e combina com os dias quentes e com qualquer look, é só escolher o material que combine.




• A bolsa carteira é outra tendência forte do verão 2011. Use-a não somente a noite, use-a no dia a dia, em cores cítricas e pastel, e em materiais e texturas diversas.




Via Degusttamoda



",,http://3.bp.blogspot.com/_Ds8bxT9a-eA/TO7et6kNmcI/AAAAAAAAAOA/-JqOq2ZJRgs/s1600/OgAAAIbLYAiu9tZpg2_aKN574DIk6GTFd06fT1uMGT8zPbbFDxafr37pw1TX8DZoiYOTz6XkreKLlaBPFDb1qyq0fTIAm1T1UIk6eFXO0ps1VbVi15iTeOZfgDNt.jpg,0,0.46350613,"bolsas,moda,tendencias",kesinha,4,13,,"2,86324149215517E+018",0.026086956521739132,Tendências de bolsas para o verão 2011.,"1,27220711619249E+019",345,1,1
1755476374,2,1,,"1,62863886744557E+018",0,"""Houve um tempo que eu não tinha certeza, mas você acalmou minha mente. Não há dúvida, você está no&nbsp;meu coração agora.""",,http://2.bp.blogspot.com/-RpWjX3wEODg/TodAtsyH1jI/AAAAAAAAAKQ/Eo3zJtduEFE/s1600/OgAAACtXQEoHrZwEG2jJqjw_0KARALKztoXrmcA-L2co2uLZpxR6bPZSLijl9odJv48_67xgAKJdJGgXXmO2aR7LfkIAm1T1ULUyWyH3eT-FtyBcemVYhvRnRG7K.jpg,0,0.65400517,,Taainara ;*,1,2,,"6,18965576807787E+018",0.037037037037037035,,"5,69491548236222E+017",27,1,0.6845
1755476375,2,1,,"1,62868697514105E+018",0,"


Foto by Marina Caramez

Nos dicionários sublime&nbsp;ganha sinônimo de nobreza. Aparece associado a momentos e atitudes magníficas. Sublime é simples, transparente. Quando a arte capta o sublime, conecta a alma em uma nova dimensão. &nbsp;Alimenta.
",,http://1.bp.blogspot.com/-YHEEzdb9v9s/UpSm4LQxj7I/AAAAAAAAAtw/W4EyIinYXvc/s1600/sublime1.jpg,2,0.41390395,,Lais de Barros,2,4,,"2,94542895972474E+018",0.04878048780487805,"Sublime ",g100732704581315487607,41,1,1
1755476376,1,0.6677,,"1,60910952289827E+018",0,"O espetáculo inédito traz ao palco do Teatro Guaíra, no dia 17 de junho canções do elogiado álbum “Vidas pra contar”, além de sucessos de sua discografia.&nbsp;



Um dos mais prolíficos compositores da música popular brasileira, Djavan está de volta à estrada, depois de dois anos, com a turnê de lançamento de “Vidas pra contar”, vigésimo terceiro álbum de sua discografia. No dia 17 de junho, o cantor apresenta o show inédito em Curitiba, no Teatro Guaíra. Além de canções do novo disco, aclamado pela imprensa especializada, o repertório do espetáculo inclui também sucessos do artista alagoano, que completou 40 anos de carreira em 2015, quando também foi agraciado com o Grammy Latino de excelência musical, em homenagem ao conjunto de sua obra. O show, que conta com a produção local da Multi Eventos Promoções, começa às 21h.   Entre as canções confirmadas no repertório estão “Não é um Bolero” e “Encontrar-te”, do último álbum, e as clássicas “Outono”, “Boa Noite” e “Eu te Devoro”. A série de apresentações, que se iniciou em Juiz de Fora, no dia 27 de fevereiro, percorre as principais capitais do país.   Acompanhado por Carlos Bala (bateria), Jessé Sadoc (flügelhorn, trompete e vocal), Marcelo Mariano (baixo e vocal), Marcelo Martins (flauta, saxofone e vocal), Paulo Calasans (teclados e piano) e João Castilho (guitarras, violões e vocal), o artista é quem assina a direção do espetáculo, que tem iluminação de Binho Schaefer e figurino de Roberta Stamato.",,http://1.bp.blogspot.com/-T0t2B5I67ZQ/VujS-6z9dTI/AAAAAAAA3CY/W-79vXIGfXMSZ-nz0kI0vJneMyjg4SVJA/s1600/1.jpg,0,0.57183737,mundolivrefm,Bebel Ritzmann,1,8,,"1,85030500352204E+018",0.025547445255474453,DJAVAN APRESENTA NOVA TURNÊ  EM CURITIBA,g108559328205636294219,274,1,0.6667
1755476377,2,1,,"1,60916251726695E+018",0,"

Há que saudades que tenhoDas terras do meu sertãoAonde ia todo alegrePros sítios da regiãoPara subir nas mangueiras
Em busca de diversão
---
Todo domingo eu ia
Com certeza ia rindo
Para o sitio de VARZEA-ALEGRE
Lá pra casa de BIRINO
Chupava manga à vontade
E sempre voltava sorrindo...



",,http://3.bp.blogspot.com/-ZUiuIuCykLI/UHrQcWIiiWI/AAAAAAAAAoQ/xPOgRFRr-64/s1600/385757_279945348790086_1486045693_n.jpg,0,0.46028244,,Jonaldo Daniel,1,5,,"1,64576749592944E+018",0.07692307692307693,Pé de manga,"1,61696679848666E+018",52,1,1
1755476378,2,1,,"1,60919237735179E+018",0,"






Quero que a vida seja como um pote de sorvete.

Um sorvete napolitano daquele bem gelado,

que dói os dentes quando levamos a boca.






Quero pegar uma colher e enfiar bem fundo,

até que meus dedos toquem no sorvete e se manchem só para eu poder lambe-los,

quero provar de cada mínimo sabor da vida,

bem, bem lentamente.






Quero provar da excitação escondida,

do abraço e afago,

quero lambuzar o rosto com o gosto,

adocicado da vida.

Quero me encher do sorvete,

até passar mal, porque viver não é sempre gostoso.






Quero me arrepender,

de ter comido tão de pressa aquela parte,

e deixado o que não gostava só pro finalzinho,

quero dar uma, duas, três colheradas,

sentir meus dentes doerem com o ar gelado na boca,

ah, como eu quero provar desse sorvete.






Quero passar o resto do tempo só degustando,

cada pedaço dessa gostosura inumana,

não me importando com nada,

ah, quero tanto.



Mas quando o sorvete acabar,

você deve se perguntar,

então só vai me restar recordar,

tudo que provei, dar sorrisos com os sabores bons,

e gargalhar das idiotices e coisas ruins,

porque o gosto do momento sempre passa,

mas a memória do que provamos é eterna.





",,http://3.bp.blogspot.com/-08aVZjJd8gs/Ul8LriNEeSI/AAAAAAAAAeQ/OJ2rceYnyGE/s1600/napolitano_gde.jpg,0,0.44940615,,Tenshi,3,20,,"8,21280351250396E+018",0.08018867924528301,Três colheradas de sabor,"5,91174478868185E+018",212,1,1
1755476379,2,0.7034,,"1,62948242644221E+018",0,"






Eu o amei,&nbsp;

amei como se fosse a ultima vez,

matei minha sede bebendo seu corpo nu

deixei que penetrasse em seus poros o meu suor

Eu o beijei, mordi seus lábios,&nbsp;

comi seu gozo

sorvi seu gosto

eu o saboreei

o bebi,

e o vomitei

nos meus peitos eriçados

Loucos de prazer. 





Brigitte scarlett

&nbsp;",,http://3.bp.blogspot.com/-hvAVp2dw9Qc/UAi93_zPmGI/AAAAAAAAADU/IuGiy9v-0ps/s1600/seios+arrepiados.jpg,0,0.43445963,,Brigitte Scarlett,1,5,,"7,20801514547595E+018",0.06666666666666668,prazer,"1,83973658744722E+019",60,1,1
1755476380,1,0.6386,,"1,62953500787858E+018",3,"





Olá gente, aqui é a Lena.

Já estamos prometendo a algum tempo um concurso ou sorteio e graças a Kelly, nossa editora, isso é&nbsp;possível&nbsp;agora. &nbsp;Como podem ver na imagem, temos um Ciel feito por ela, ele é grande, tem 40 cm.




Será um concurso de fanart's de Kuroshitsuji e a melhor vai ganhar esse Ciel. Será decidido pela equipe do blog e em caso de algum empate, ou do tipo, vamos deixar as pessoas pelo facebook escolherem. Começa hoje, vai até dia 10 de fevereiro e o resultado sai o mais rápido&nbsp;possível.



O boneco será enviado ao ganhador quando decidido um, será pedido seu endereço, enviado e então mandado um aviso por e-mail dizendo quando foi enviado e o prazo&nbsp;aproximadamente.



Como eu faço para participar?



Simples, mande um e-mail para: equipe.kuroblog@yahoo.com.br.

Com os seguintes dados:&nbsp;



*Nome/Nick:

*Nome no facebook:

Site/blog:

Twitter:



E a fanart em anexo.



Além disso será preciso curtir tanto o Kuroshitsuji Blog no facebook e o Keca's Store. E compartilhar a imagem do concurso.

Caso tenha um blog ou do tipo, o banner tem que estar por lá.
Também terá que seguir o blog no twitter.

Se não tiver twitter tudo bem, blog também. Mas é necessário ter o facebook, se não tiver, peça para um amigo curtir por você.

Não é preciso mandar o endereço, ele só será pedido caso ganhe.



Regras



&nbsp;- Yaoi e Yuri são permitidos, mas qualquer desenho que remeta a algo sexual será&nbsp;automaticamente&nbsp;excluído do concurso.

- Nada de montagens, mande uma e será&nbsp;excluído.

- A fanart tem que ser sua, sem se inspirar ou copiar de alguém, peço inclusive que tire uma foto durante o processo que está sendo feita e mande junto no anexo.

- Não é necessário colorir o desenho, mas o aconselho a fazer isso.

- Ponha seu nome na fanart, nem que seja no cantinho. Assim será bem mais fácil identificar.

- Caso seja de fora do Brasil, terá que pagar o frete do boneco, pois não podemos arcar com isso.
- Não pode ser enviado duas fanart's por nenhuma pessoa, é um desenho e pronto.
- Preste bastante atenção quando estiver enviando o e-mail para ver se não está faltando nada nele.





Fotos do Prêmio



































Banners:




































",,http://2.bp.blogspot.com/-0srjYRDT-Jw/UP4YMjEfKNI/AAAAAAAAA1I/_iu487k4lrs/s1600/concursokuro.jpg,2,0.42011818,,Lena,0,17,,"3,3673417099557E+018",0.04116222760290557,CONCURSO!,"7,80817901885303E+018",413,1,0.6479
1755476381,2,1,,"1,62964561390109E+018",0,"
   NUNCA amarela.

Eu sou guerreira. Sou trabalhadora e todo dia vou encarar, com fé em Deus e na   minha batalha.

Seja o dono da sua mente, alcance o pódio, não se acomode, nem se incomode,   felicidade intensa nessa vida é pra quem pode.

Por isso eu planto meu amor e as emoções mais profundas, rejeito todo caô e   assim meu barco não afunda, vi muitos que sonharam alto mas não fizeram nada,   faziam pose no salto e acabaram na calçada.

Eu ergo o peito e vou em frente na parada, não sou controlado e durmo com   alma lavada. Sigo o meu caminho, tranquila e sozinha. Eu mato a cobra e ainda   dou um bico no ninho.

  
",,http://1.bp.blogspot.com/-2nIw_RaJ7QA/Tnvf18M1f7I/AAAAAAAAAJI/AD7m5Nca61w/s1600/1.jpg,0,0.40919188,,Mariana,5,3,,"7,19578087235761E+018",-0.016393442622950817,"Na luta, um bom guerreiro !","3,91896911971985E+018",122,1,1
1755476382,0,1,,"1,60919237735179E+018",0,"








Eu não sei bem,

quando dei valor ao errado,

e o certo ficou de lado.






Não sei bem,

quando esqueci o quanto um valia,

e multiplique você por 10,

te valorizei mais que tudo,

que estúpida tola eu fui,

multiplique você por 10,

e me dividi por mil.






Qual é o valor que eu devia receber,

por me entregar tanto a você.

Eu acho que nenhum,

porque é isso que recebo, enquanto te multiplico por 10,

você mal me multiplica por um.






Sou como um esquadro quebrado,

a medida que faço nunca da exata,

sempre números quebrados,

nunca vou fazer essa equação ser equivalente,

nunca vou fazer o seu valor ser o meu valor.















Sou uma tola boca,

entregada ao amor,

porque eu não acerto,

eu tento, tento e a equação nunca da certo.
",,http://4.bp.blogspot.com/-WqU_EgKb5fA/UmBoxL1O9FI/AAAAAAAAAew/xeog0Yxy7tk/s1600/equacao--universitarios--canetas--escrever_3301412.jpg,0,0.47288483,,Tenshi,3,13,,"3,43385134220509E+017",0.07142857142857142,Equação Incerta,"5,91174478868185E+018",140,1,1
1755476383,2,0.6899,,"1,63011392691735E+018",0,"
Sim, babies! Ciência! Ou você acha que tudo era invenção do Chris Carter? Pode até ser invenção, mas uma das coisas que fez a série ser o que é, é a ciência que dar base para a ficção ganhar asas. Para quem reparou, a estória de My Struggle II&nbsp;não é apenas do Carter&nbsp;mais também de duas médicas: Margaret Fearon e Anne Simon.




Source: @UMDscience


Fearon&nbsp;é médica eespecialista em microbiologia, enquanto&nbsp;Simon&nbsp;é professora em biologia e genética celular, virologista e especialista em assuntos científicos para a série há muito tempo. Alias, Anne Simon&nbsp;é um velho nome conhecido dos fãs, pois ela chegou a publicar na época que a série passava um livro sobre a ciência da série:&nbsp;A Verdadeira Ciência por Trás do Arquivo X. Que é possível de encontrar em sebos e é excelente, sério.



Bom, após o episódio ela, Anne Simon, fez uma conversa sobre a ciência do episódio que foi gravada e está disponível on line, aqui ele:










Infelizmente o video não possui legendas em português, mas há legendas geradas automaticamente em inglês, o que ajuda se você tiver uma noção, se você tem pelo menos uma noção do idioma. O vídeo é longo, quase uma hora, mas é extremamente interessante.

Uma das coisas engraçadas é logo no início onde ela diz que o CC chegou a ela querendo uma maneira de matar todo mundo, tudo mundo menos alguns escolhidos, e claro que não comentarei mais pois o final ainda está recente e não quero spoiliar ninguém.

Aproveite o vídeo e deem uma procurada pelo livro.



FONTE:

Notícia e print:&nbsp;https://twitter.com/UMDscience

Vídeo:&nbsp;https://www.youtube.com/watch?v=eZrL4MFedDg&amp;feature=youtu.be





",,http://3.bp.blogspot.com/-1f8yCNZtWoQ/Vs3mAXWSARI/AAAAAAAAJE4/r6qE3LXPSlM/s1600/0000000000000000000000000000000000000000000000000000.jpg,2,0.47446147,"Anne Simon,Arquivo X,Ciência,Margaret Fearon,My Struggle Part II,revival,The X Files,Video",Agent Lizzie,2,11,,"6,33785038084071E+018",0.02795031055900621,Video sobre a Ciência do último episódio de Arquivo X,"1,78672441232806E+019",322,1,0.6492
